"","latitude","longitude","yearcollected","monthcollected","daycollected","sname","depth","depthprecision","bottomdepth","collectioncode","collector","minimumdepth","maximumdepth","fieldnumber","observedindividualcount"
"5105",43.05,-64.66667,1979,11,4,"Gadus morhua",49,1,87,"FALL","HAM",48,50,"HAM1979027-39",4
"5106",43.93333,-63.98333,1978,7,18,"Brosme brosme",90.5,2.5,162,"SUMMER","ATC",88,93,"ATC1978279-79",2
"5107",43.73333,-61.56667,1979,3,27,"Amblyraja radiata",33,0,54,"SPRING","HAM",33,33,"HAM1979014-54",3
"5108",46.7,-59.7,1980,7,24,"Lycodes",58,2,131,"SUMMER","ATC",56,60,"ATC1980307-71",1
"5109",44.2,-58.81667,1980,3,9,"Limanda ferruginea",34.5,0.5,64,"SPRING","HAM",34,35,"HAM1980033-25",44
"5110",42.71667,-67.61667,1979,7,11,"Squalus acanthias",108,1,191,"COMPARE","HAM",107,109,"HAM1979020-37",45
"5111",44.3,-66.6,1980,7,9,"Merluccius bilinearis",111,0,197,"COMPARE","HAM",111,111,"HAM1980037-12",7
"5112",44.13333,-61.05,1977,7,18,"Hemitripterus americanus",33,1,58,"SUMMER","ATC",32,34,"ATC1977265-77",3
"5113",42.61667,-67.1,1976,7,15,"Gadus morhua",153.5,2.5,289,"SUMMER","ATC",151,156,"ATC1976250-25",1
"5114",44.76667,-57.7,1976,8,3,"Hippoglossoides platessoides",21,1,37,"SUMMER","ATC",20,22,"ATC1976251-59",3
"5115",43.93333,-62.5,1979,7,15,"Argentina silus",67.5,7.5,133,"SUMMER","ATC",60,75,"ATC1979292-76",1
"5116",42.6,-64.46667,1979,3,11,"Glyptocephalus cynoglossus",150.5,3.5,283,"SPRING","HAM",147,154,"HAM1979013-45",5
"5117",44.13333,-61.03333,1979,3,27,"Leucoraja erinacea",33,1,56,"SPRING","HAM",32,34,"HAM1979014-57",4
"5118",43.23333,-67.36667,1976,7,15,"Gadus morhua",97.5,1.5,200,"SUMMER","ATC",96,99,"ATC1976250-20",4
"5119",44.53333,-59.1,1980,10,19,"Urophycis tenuis",30.5,0.5,50,"FALL","HAM",30,31,"HAM1980043-33",1
"5120",44.33333,-61,1980,7,21,"Limanda ferruginea",61,6,79,"COMPARE","HAM",55,67,"HAM1980038-32",10
"5121",44.2,-59.06667,1978,11,22,"Melanogrammus aeglefinus",129,9,266,"FALL","HAM",120,138,"HAM1978009-47",29
"5122",44.81667,-65.7,1979,7,9,"Pollachius virens",39,0,61,"SUMMER","ATC",39,39,"ATC1979292-22",1
"5123",43.86667,-67,1972,6,30,"Pollachius virens",97,15,159,"SUMMER","ATC",82,112,"ATC1972200-53",8
"5124",44.43333,-57.93333,1972,7,10,"Gadus morhua",23,3,99,"SUMMER","ATC",20,26,"ATC1972201-30",140
"5125",44.21667,-66.78333,1979,3,7,"Sebastes",103.5,1.5,186,"SPRING","HAM",102,105,"HAM1979013-12",45
"5126",44.71667,-60.61667,1980,7,26,"Illex illecebrosus",29.5,1.5,42,"COMPARE","HAM",28,31,"HAM1980038-76",1
"5127",43.61667,-60.43333,1980,3,10,"Limanda ferruginea",36,0,70,"SPRING","HAM",36,36,"HAM1980033-32",180
"5128",43.48333,-67.2,1979,11,6,"Scomber scombrus",118.5,0.5,204,"FALL","HAM",118,119,"HAM1979027-61",2
"5129",45.4,-58.53333,1972,7,17,"Lycodes",80,10,119,"SUMMER","ATC",70,90,"ATC1972201-75",17
"5130",45.03333,-66.03333,1976,7,13,"Gadus morhua",49,1,97,"SUMMER","ATC",48,50,"ATC1976250-4",10
"5131",45.45,-60.05,1979,3,22,"Gadus morhua",92,0,155,"SPRING","HAM",92,92,"HAM1979014-4",10
"5132",45.85,-58.21667,1972,7,18,"Lophius americanus",113.5,2.5,183,"SUMMER","ATC",111,116,"ATC1972201-83",1
"5133",43.23333,-64.81667,1971,7,6,"Gadus morhua",61.5,2.5,115,"SUMMER","ATC",59,64,"ATC1971188-34",3
"5134",44.15,-66.86667,1970,7,8,"Squalus acanthias",99,2,165,"SUMMER","ATC",97,101,"ATC1970175-14",44
"5135",44.01667,-61.26667,1973,7,25,"Sebastes",36,1,69,"SUMMER","ATC",35,37,"ATC1973213-16",23
"5136",43.61667,-59.83333,1973,7,27,"Myoxocephalus octodecemspinosus",83,2,158,"SUMMER","ATC",81,85,"ATC1973213-31",3
"5137",45.38333,-59.8,1979,7,21,"Gadus morhua",70.5,3.5,121,"SUMMER","ATC",67,74,"ATC1979293-21",13
"5138",46.85,-59.78333,1980,7,25,"Urophycis tenuis",136.5,0.5,222,"SUMMER","ATC",136,137,"ATC1980307-72",108
"5139",42.3,-65.23333,1978,7,13,"Leucoraja ocellata",68,0,140,"SUMMER","ATC",68,68,"ATC1978279-34",5
"5140",44.85,-59.96667,1974,7,28,"Urophycis tenuis",107.5,1.5,199,"SUMMER","ATC",106,109,"ATC1974226-35",1
"5141",43.6,-60.66667,1978,7,25,"Hippoglossoides platessoides",36.5,0.5,58,"SUMMER","ATC",36,37,"ATC1978280-13",35
"5142",44.56667,-57.93333,1974,7,30,"Limanda ferruginea",23,0,37,"SUMMER","ATC",23,23,"ATC1974226-57",821
"5143",43.93333,-64.15,1976,7,19,"Brosme brosme",85,0,156,"SUMMER","ATC",85,85,"ATC1976250-52",2
"5144",43.11667,-62.51667,1978,11,16,"Hippoglossus hippoglossus",57,4,107,"FALL","HAM",53,61,"HAM1978009-9",1
"5145",43.68333,-62.03333,1978,11,16,"Hippoglossoides platessoides",58.5,3.5,94,"FALL","HAM",55,62,"HAM1978009-12",16
"5146",43.95,-63.83333,1977,7,15,"Alosa pseudoharengus",102,2,178,"SUMMER","ATC",100,104,"ATC1977265-48",1
"5147",43.23333,-63.3,1973,7,19,"Merluccius bilinearis",77.5,2.5,135,"SUMMER","ATC",75,80,"ATC1973212-62",15
"5148",43.76667,-62.93333,1972,6,23,"Glyptocephalus cynoglossus",137,2,254,"SUMMER","ATC",135,139,"ATC1972200-3",2
"5149",43.36667,-61.83333,1970,7,15,"Malacoraja senta",49.5,0.5,48,"SUMMER","ATC",49,50,"ATC1970175-60",2
"5150",42.93333,-64.85,1974,7,14,"Amblyraja radiata",48,1,89,"SUMMER","ATC",47,49,"ATC1974225-44",1
"5151",42.83333,-62.9,1976,7,19,"Nezumia bairdii",125,5,442,"SUMMER","ATC",120,130,"ATC1976250-49",2
"5152",43.56667,-59.81667,1980,3,9,"Hippoglossus hippoglossus",142.5,1.5,473,"SPRING","HAM",141,144,"HAM1980033-30",1
"5153",43.66667,-67.13333,1970,7,9,"Argentina silus",76,6,159,"SUMMER","ATC",70,82,"ATC1970175-17",5
"5154",44.4,-62.56667,1971,7,12,"Glyptocephalus cynoglossus",92.5,1.5,180,"SUMMER","ATC",91,94,"ATC1971189-1",4
"5155",44.43333,-66.41667,1970,7,8,"Melanogrammus aeglefinus",103.5,1.5,190,"SUMMER","ATC",102,105,"ATC1970175-11",3
"5156",44.1,-58.86667,1979,7,24,"Triglops murrayi",58,0,110,"SUMMER","ATC",58,58,"ATC1979293-40",8
"5157",45.85,-59.51667,1970,7,29,"Illex illecebrosus",44.5,0.5,96,"SUMMER","ATC",44,45,"ATC1970176-64",3
"5158",44.51667,-57.2,1977,7,25,"Sebastes",145,10,331,"SUMMER","ATC",135,155,"ATC1977266-18",2
"5159",44.31667,-62.2,1970,7,20,"Melanogrammus aeglefinus",83.5,24.5,173,"SUMMER","ATC",59,108,"ATC1970176-1",74
"5160",42.03333,-65.66667,1971,7,5,"Brosme brosme",129,3,240,"SUMMER","ATC",126,132,"ATC1971188-27",1
"5161",44.31667,-59.31667,1977,7,26,"Illex illecebrosus",120,10,207,"SUMMER","ATC",110,130,"ATC1977266-27",5
"5162",44.76667,-57.7,1976,8,3,"Illex illecebrosus",21,1,37,"SUMMER","ATC",20,22,"ATC1976251-59",7
"5163",46.96667,-60.03333,1971,7,21,"Pollachius virens",84,0,153,"SUMMER","ATC",84,84,"ATC1971189-62",1
"5164",44.1,-58.86667,1979,7,24,"Illex illecebrosus",58,0,110,"SUMMER","ATC",58,58,"ATC1979293-40",2
"5165",44.33333,-60.58333,1973,7,25,"Aspidophoroides monopterygius",72,3,131,"SUMMER","ATC",69,75,"ATC1973213-10",1
"5166",45.11667,-66.01667,1977,7,9,"Myoxocephalus octodecemspinosus",40,0,77,"SUMMER","ATC",40,40,"ATC1977265-4",7
"5167",45.2,-65.76667,1980,7,10,"Pseudopleuronectes americanus",32,1,54,"COMPARE","HAM",31,33,"HAM1980037-16",1
"5168",43.56667,-67.05,1974,7,11,"Gadus morhua",109.5,3.5,197,"SUMMER","ATC",106,113,"ATC1974225-19",3
"5169",44.96667,-66,1976,7,13,"Gadus morhua",51,1,96,"SUMMER","ATC",50,52,"ATC1976250-3",8
"5170",44.9,-65.65,1972,7,1,"Melanogrammus aeglefinus",46,1,69,"SUMMER","ATC",45,47,"ATC1972200-59",7
"5171",43.5,-60.48333,1976,8,1,"Malacoraja senta",60,0,105,"SUMMER","ATC",60,60,"ATC1976251-40",2
"5172",45,-66.31667,1979,3,8,"Alosa pseudoharengus",45,4,100,"SPRING","HAM",41,49,"HAM1979013-23",1
"5173",44.01667,-62.05,1976,7,22,"Lophius americanus",73.5,2.5,124,"SUMMER","ATC",71,76,"ATC1976250-62",2
"5174",45.06667,-58.8,1980,3,7,"Zoarces americanus",51.5,3.5,97,"SPRING","HAM",48,55,"HAM1980033-8",2
"5175",43.31667,-65.21667,1970,7,12,"Pollachius virens",79,3,141,"SUMMER","ATC",76,82,"ATC1970175-38",3
"5176",42.38333,-65.28333,1980,10,4,"Myoxocephalus octodecemspinosus",60,0,111,"FALL","HAM",60,60,"HAM1980042-31",1
"5177",43.9,-63.26667,1976,7,20,"Illex illecebrosus",74,1,130,"SUMMER","ATC",73,75,"ATC1976250-55",46
"5178",43.6,-62.41667,1978,11,16,"Lophius americanus",44,1,72,"FALL","HAM",43,45,"HAM1978009-11",1
"5179",43.66667,-62.55,1980,3,19,"Hippoglossus hippoglossus",43,2,80,"SPRING","HAM",41,45,"HAM1980034-13",4
"5180",43.88333,-61.28333,1979,3,27,"Hemitripterus americanus",30,2,31,"SPRING","HAM",28,32,"HAM1979014-55",3
"5181",42.6,-65.98333,1980,7,12,"Hippoglossus hippoglossus",41.5,1.5,81,"SUMMER","ATC",40,43,"ATC1980306-36",0
"5182",45.4,-65.23333,1971,6,30,"Zoarces americanus",25.5,0.5,37,"SUMMER","ATC",25,26,"ATC1971188-5",1
"5183",43.65,-63.6,1979,7,7,"Argentina silus",123.5,2.5,218,"COMPARE","HAM",121,126,"HAM1979020-5",28
"5184",44.26667,-59.13333,1980,10,20,"Glyptocephalus cynoglossus",137,1,200,"FALL","HAM",136,138,"HAM1980043-35",13
"5185",44.2,-59.41667,1980,7,20,"Limanda ferruginea",96.5,4.5,195,"SUMMER","ATC",92,101,"ATC1980307-26",1
"5186",42.03333,-66.2,1980,3,25,"Myoxocephalus octodecemspinosus",49,1,92,"SPRING","HAM",48,50,"HAM1980034-50",116
"5187",44.01667,-61.28333,1979,10,16,"Merluccius bilinearis",39.5,2.5,70,"FALL","HAM",37,42,"HAM1979026-4",1
"5188",43.18333,-61.65,1980,3,18,"Lophius americanus",49,2,44,"SPRING","HAM",47,51,"HAM1980034-6",1
"5189",43.78333,-64.05,1979,3,6,"Melanogrammus aeglefinus",122.5,4.5,223,"SPRING","HAM",118,127,"HAM1979013-5",30
"5190",43.78333,-64.05,1979,3,6,"Urophycis tenuis",122.5,4.5,223,"SPRING","HAM",118,127,"HAM1979013-5",2
"5191",44.9,-60.91667,1980,10,24,"Malacoraja senta",106,0,195,"FALL","HAM",106,106,"HAM1980043-73",1
"5192",45.45,-60.05,1979,3,22,"Mallotus villosus",92,0,155,"SPRING","HAM",92,92,"HAM1979014-4",2
"5193",44.7,-61.15,1980,7,26,"Illex illecebrosus",52,0,92,"SUMMER","ATC",52,52,"ATC1980307-81",46
"5194",44.38333,-59.2,1979,10,21,"Gadus morhua",82.5,0.5,158,"FALL","HAM",82,83,"HAM1979026-38",3
"5195",46.11667,-58.58333,1980,7,24,"Hippoglossoides platessoides",175.5,0.5,287,"COMPARE","HAM",175,176,"HAM1980038-68",6
"5196",45.6,-60.06667,1980,10,23,"Anarhichas lupus",89,1,169,"FALL","HAM",88,90,"HAM1980043-70",1
"5197",44.56667,-58.58333,1979,3,24,"Limanda ferruginea",36,0,63,"SPRING","HAM",36,36,"HAM1979014-22",151
"5198",44.56667,-60.58333,1980,10,19,"Lophius americanus",20,1,36,"FALL","HAM",19,21,"HAM1980043-26",4
"5199",42.6,-66.13333,1980,3,24,"Melanogrammus aeglefinus",42.5,1.5,74,"SPRING","HAM",41,44,"HAM1980034-36",174
"5200",43.65,-63.6,1979,7,7,"Lophius americanus",123.5,2.5,218,"COMPARE","HAM",121,126,"HAM1979020-5",1
"5201",42.73333,-66.31667,1979,7,12,"Anarhichas lupus",46.5,0.5,74,"SUMMER","ATC",46,47,"ATC1979292-43",1
"5202",43.66667,-59.53333,1980,7,20,"Sebastes",148.5,3.5,278,"COMPARE","HAM",145,152,"HAM1980038-23",40
"5203",43.66667,-61.63333,1979,11,1,"Merluccius bilinearis",36.5,1.5,60,"FALL","HAM",35,38,"HAM1979027-10",1
"5204",43.51667,-60.25,1980,7,19,"Triglops murrayi",57.5,2.5,114,"COMPARE","HAM",55,60,"HAM1980038-21",5
"5205",43.15,-63,1979,11,2,"Merluccius bilinearis",69,2,125,"FALL","HAM",67,71,"HAM1979027-23",3
"5206",44.56667,-61.61667,1980,7,26,"Urophycis chuss",88,1,158,"COMPARE","HAM",87,89,"HAM1980038-78",14
"5207",44.93333,-66.53333,1975,7,15,"Gadus morhua",44.5,1.5,84,"SUMMER","ATC",43,46,"ATC1975236-2",1
"5208",43.96667,-61.9,1978,7,17,"Zoarces americanus",71,1,119,"SUMMER","ATC",70,72,"ATC1978279-67",1
"5209",46.16667,-59.51667,1973,8,2,"Gadus morhua",29.5,1.5,50,"SUMMER","ATC",28,31,"ATC1973213-76",47
"5210",44.43333,-60.71667,1978,12,3,"Gadus morhua",35,0,64,"FALL","HAM",35,35,"HAM1978010-12",14
"5211",43.66667,-59.53333,1980,7,20,"Zoarces americanus",148.5,3.5,278,"COMPARE","HAM",145,152,"HAM1980038-23",1
"5212",43.23333,-63.3,1973,7,19,"Melanogrammus aeglefinus",77.5,2.5,135,"SUMMER","ATC",75,80,"ATC1973212-62",24
"5213",42.66667,-64.8,1980,7,12,"Gadus morhua",65.5,0.5,117,"COMPARE","HAM",65,66,"HAM1980037-35",3
"5214",45.76667,-59.7,1972,7,16,"Glyptocephalus cynoglossus",68,4,133,"SUMMER","ATC",64,72,"ATC1972201-70",5
"5215",44.36667,-66.4,1973,7,11,"Pollachius virens",94,4,137,"SUMMER","ATC",90,98,"ATC1973212-16",4
"5216",43.98333,-60.88333,1972,7,12,"Melanogrammus aeglefinus",26,1,48,"SUMMER","ATC",25,27,"ATC1972201-50",13
"5217",44.86667,-58.43333,1975,8,4,"Amblyraja radiata",115,10,153,"SUMMER","ATC",105,125,"ATC1975237-55",6
"5218",44.23333,-63.56667,1974,7,19,"Hippoglossoides platessoides",65,5,127,"SUMMER","ATC",60,70,"ATC1974225-83",3
"5219",43.56667,-59.81667,1980,3,9,"Phycis chesteri",142.5,1.5,473,"SPRING","HAM",141,144,"HAM1980033-30",18
"5220",44.36667,-59.48333,1980,10,19,"Glyptocephalus cynoglossus",109,7,182,"FALL","HAM",102,116,"HAM1980043-31",31
"5221",44.93333,-66.4,1980,7,10,"Clupea harengus",57,0,114,"COMPARE","HAM",57,57,"HAM1980037-17",1
"5222",42.38333,-65.28333,1980,10,4,"Hippoglossoides platessoides",60,0,111,"FALL","HAM",60,60,"HAM1980042-31",4
"5223",44.3,-61.56667,1980,10,16,"Urophycis chuss",73,3,145,"FALL","HAM",70,76,"HAM1980043-1",7
"5224",45.15,-65.06667,1980,7,9,"Gadus morhua",32,0,55,"SUMMER","ATC",32,32,"ATC1980306-16",77
"5225",44.38333,-59.41667,1975,8,2,"Hippoglossoides platessoides",84,21,158,"SUMMER","ATC",63,105,"ATC1975237-39",19
"5226",43.96667,-61.38333,1980,3,10,"Gadus morhua",44.5,0.5,64,"SPRING","HAM",44,45,"HAM1980033-38",12
"5227",44.65,-60.25,1971,7,16,"Hemitripterus americanus",70.5,9.5,161,"SUMMER","ATC",61,80,"ATC1971189-36",1
"5228",44.98333,-66.01667,1974,7,9,"Aspidophoroides monopterygius",54.5,3.5,96,"SUMMER","ATC",51,58,"ATC1974225-2",2
"5229",42.68333,-65.36667,1976,7,16,"Hippoglossus hippoglossus",51.5,0.5,93,"SUMMER","ATC",51,52,"ATC1976250-33",2
"5230",44.96667,-66,1976,7,13,"Pseudopleuronectes americanus",51,1,96,"SUMMER","ATC",50,52,"ATC1976250-3",2
"5231",43.85,-64.03333,1972,6,26,"Clupea harengus",97.5,2.5,191,"SUMMER","ATC",95,100,"ATC1972200-22",5
"5232",44.23333,-59.6,1972,7,11,"Urophycis tenuis",120.5,1.5,173,"SUMMER","ATC",119,122,"ATC1972201-44",9
"5233",44.36667,-66.4,1973,7,11,"Hippoglossoides platessoides",94,4,137,"SUMMER","ATC",90,98,"ATC1973212-16",1
"5234",42.61667,-67.1,1976,7,15,"Illex illecebrosus",153.5,2.5,289,"SUMMER","ATC",151,156,"ATC1976250-25",4
"5235",43.96667,-61.65,1970,7,20,"Gadus morhua",43,0,74,"SUMMER","ATC",43,43,"ATC1970176-3",101
"5236",42.38333,-66.96667,1978,7,12,"Sebastes",184,0,345,"SUMMER","ATC",184,184,"ATC1978279-28",30
"5237",42.83333,-65.26667,1978,7,14,"Anarhichas lupus",78,2,127,"SUMMER","ATC",76,80,"ATC1978279-36",1
"5238",42.16667,-66.5,1978,7,13,"Pollachius virens",107,9,161,"SUMMER","ATC",98,116,"ATC1978279-81",1
"5239",42.36667,-65.31667,1970,7,11,"Gadus morhua",63,1,111,"SUMMER","ATC",62,64,"ATC1970175-32",4
"5240",42.81667,-63.11667,1972,6,24,"Hippoglossus hippoglossus",143.5,17.5,494,"SUMMER","ATC",126,161,"ATC1972200-13",1
"5241",44.05,-58.86667,1976,8,1,"Hippoglossus hippoglossus",67.5,3.5,134,"SUMMER","ATC",64,71,"ATC1976251-46",1
"5242",43.23333,-67.36667,1976,7,15,"Urophycis tenuis",97.5,1.5,200,"SUMMER","ATC",96,99,"ATC1976250-20",3
"5243",43.6,-63.41667,1970,7,14,"Melanogrammus aeglefinus",63,1,126,"SUMMER","ATC",62,64,"ATC1970175-52",19
"5244",43.23333,-64.05,1974,7,15,"Hippoglossus hippoglossus",49,0,92,"SUMMER","ATC",49,49,"ATC1974225-52",1
"5245",43.01667,-65.55,1975,7,19,"Amblyraja radiata",61.5,2.5,119,"SUMMER","ATC",59,64,"ATC1975236-28",29
"5246",43.7,-66.66667,1971,7,1,"Gadus morhua",71,7,135,"SUMMER","ATC",64,78,"ATC1971188-15",3
"5247",43.4,-64.55,1973,7,18,"Myoxocephalus octodecemspinosus",47.5,1.5,89,"SUMMER","ATC",46,49,"ATC1973212-54",1
"5248",44.8,-57.31667,1976,8,3,"Argentina silus",152,1,201,"SUMMER","ATC",151,153,"ATC1976251-57",2
"5249",42.46667,-67.33333,1970,7,10,"Lophius americanus",188,1,333,"SUMMER","ATC",187,189,"ATC1970175-21",1
"5250",43.86667,-62.91667,1980,7,14,"Lophius americanus",139,1,266,"SUMMER","ATC",138,140,"ATC1980306-63",1
"5251",44.76667,-57.7,1976,8,3,"Limanda ferruginea",21,1,37,"SUMMER","ATC",20,22,"ATC1976251-59",73
"5252",44.41667,-66.65,1973,7,11,"Melanogrammus aeglefinus",104.5,4.5,184,"SUMMER","ATC",100,109,"ATC1973212-15",11
"5253",43.23333,-63.3,1973,7,19,"Urophycis tenuis",77.5,2.5,135,"SUMMER","ATC",75,80,"ATC1973212-62",5
"5254",45.4,-65.23333,1971,6,30,"Alosa pseudoharengus",25.5,0.5,37,"SUMMER","ATC",25,26,"ATC1971188-5",10
"5255",43.51667,-60.61667,1975,7,30,"Gadus morhua",37,2,77,"SUMMER","ATC",35,39,"ATC1975237-11",18
"5256",45.06667,-65.48333,1978,7,10,"Squalus acanthias",40,2,66,"SUMMER","ATC",38,42,"ATC1978279-8",1
"5257",42.66667,-66,1978,7,13,"Urophycis tenuis",42,1,78,"SUMMER","ATC",41,43,"ATC1978279-30",1
"5258",43.93333,-58.61667,1970,7,24,"Phycis chesteri",172.5,4.5,1044,"SUMMER","ATC",168,177,"ATC1970176-35",45
"5259",46.95,-60.88333,1971,7,21,"Gadus morhua",66,4,127,"SUMMER","ATC",62,70,"ATC1971189-64",4
"5260",42.75,-67.63333,1979,7,11,"Brosme brosme",103,1,194,"SUMMER","ATC",102,104,"ATC1979292-38",8
"5261",43.9,-58.81667,1974,7,26,"Myctophidae",134.5,3.5,440,"SUMMER","ATC",131,138,"ATC1974226-25",47
"5262",43.41667,-60.53333,1979,7,20,"Phycis chesteri",111,5,312,"SUMMER","ATC",106,116,"ATC1979293-8",4
"5263",44.43333,-60.6,1979,7,20,"Illex illecebrosus",24,0,49,"SUMMER","ATC",24,24,"ATC1979293-14",10
"5264",44.33333,-58.95,1979,10,21,"Glyptocephalus cynoglossus",61,1,90,"FALL","HAM",60,62,"HAM1979026-37",6
"5265",43.46667,-62.28333,1972,6,23,"Gadus morhua",45,1,86,"SUMMER","ATC",44,46,"ATC1972200-5",17
"5266",44.86667,-58.43333,1975,8,4,"Lycodes reticulatus",115,10,153,"SUMMER","ATC",105,125,"ATC1975237-55",1
"5267",45.01667,-66.68333,1974,7,9,"Leucoraja ocellata",36,4,53,"SUMMER","ATC",32,40,"ATC1974225-7",1
"5268",43.66667,-61.63333,1979,11,1,"Melanogrammus aeglefinus",36.5,1.5,60,"FALL","HAM",35,38,"HAM1979027-10",471
"5269",43.66667,-59.53333,1980,7,20,"Glyptocephalus cynoglossus",148.5,3.5,278,"COMPARE","HAM",145,152,"HAM1980038-23",1
"5270",43.76667,-62.93333,1972,6,23,"Illex illecebrosus",137,2,254,"SUMMER","ATC",135,139,"ATC1972200-3",20
"5271",43.01667,-62.46667,1980,10,2,"Phycis chesteri",66,1,172,"FALL","HAM",65,67,"HAM1980042-9",2
"5272",44.9,-65.75,1980,10,7,"Myoxocephalus octodecemspinosus",48,1,85,"FALL","HAM",47,49,"HAM1980042-54",20
"5273",44.3,-61.56667,1980,10,16,"Melanogrammus aeglefinus",73,3,145,"FALL","HAM",70,76,"HAM1980043-1",41
"5274",43.51667,-64.75,1971,7,7,"Gadus morhua",46.5,2.5,81,"SUMMER","ATC",44,49,"ATC1971188-38",4
"5275",43.36667,-61.83333,1970,7,15,"Hemitripterus americanus",49.5,0.5,48,"SUMMER","ATC",49,50,"ATC1970175-60",3
"5276",45.28333,-65.08333,1980,7,9,"Leucoraja erinacea",28,2,61,"SUMMER","ATC",26,30,"ATC1980306-18",4
"5277",44.31667,-62.2,1970,7,20,"Sebastes",83.5,24.5,173,"SUMMER","ATC",59,108,"ATC1970176-1",947
"5278",43.73333,-62.08333,1971,7,12,"Merluccius bilinearis",58,1,92,"SUMMER","ATC",57,59,"ATC1971189-5",3
"5279",42.63333,-65.93333,1979,11,5,"Illex illecebrosus",42,0,79,"FALL","HAM",42,42,"HAM1979027-50",20
"5280",44.3,-66.6,1980,7,9,"Melanogrammus aeglefinus",111,0,197,"COMPARE","HAM",111,111,"HAM1980037-12",7
"5281",44.36667,-59.48333,1980,10,19,"Merluccius bilinearis",109,7,182,"FALL","HAM",102,116,"HAM1980043-31",222
"5282",44.36667,-59.48333,1980,10,19,"Phycis chesteri",109,7,182,"FALL","HAM",102,116,"HAM1980043-31",7
"5283",43.36667,-60.7,1980,3,10,"Phycis chesteri",134.5,1.5,267,"SPRING","HAM",133,136,"HAM1980033-34",4
"5284",46.85,-59.78333,1980,7,25,"Sebastes",136.5,0.5,222,"SUMMER","ATC",136,137,"ATC1980307-72",97
"5285",43.71667,-61.43333,1979,7,19,"Myoxocephalus octodecemspinosus",24,2,51,"SUMMER","ATC",22,26,"ATC1979293-3",3
"5286",42.38333,-66.96667,1978,7,12,"Brosme brosme",184,0,345,"SUMMER","ATC",184,184,"ATC1978279-28",1
"5287",45.21667,-58.11667,1978,12,2,"Hippoglossoides platessoides",40,3,68,"FALL","HAM",37,43,"HAM1978010-8",9
"5288",44.25,-60.7,1980,7,20,"Myoxocephalus octodecemspinosus",68.5,17.5,103,"COMPARE","HAM",51,86,"HAM1980038-30",2
"5289",42.6,-64.46667,1979,3,11,"Hippoglossoides platessoides",150.5,3.5,283,"SPRING","HAM",147,154,"HAM1979013-45",2
"5290",42.16667,-66.5,1978,7,13,"Gadus morhua",107,9,161,"SUMMER","ATC",98,116,"ATC1978279-81",7
"5291",45.1,-58.01667,1979,3,23,"Zoarces americanus",46,4,88,"SPRING","HAM",42,50,"HAM1979014-11",1
"5292",46.51667,-59.21667,1978,7,31,"Malacoraja senta",171,1,290,"SUMMER","ATC",170,172,"ATC1978280-61",1
"5293",43.88333,-62.25,1980,3,17,"Citharichthys arctifrons",71.5,1.5,136,"SPRING","HAM",70,73,"HAM1980034-1",2
"5294",43.66667,-63.63333,1979,7,7,"Urophycis chuss",119,0,220,"SUMMER","ATC",119,119,"ATC1979292-5",1
"5295",46.5,-59.51667,1979,10,24,"Illex illecebrosus",44,0,96,"FALL","HAM",44,44,"HAM1979026-61",17
"5296",43.93333,-61.78333,1980,7,26,"Hippoglossoides platessoides",70,0,108,"COMPARE","HAM",70,70,"HAM1980038-81",37
"5297",43.03333,-62.38333,1978,12,6,"Glyptocephalus cynoglossus",65.5,3.5,133,"FALL","HAM",62,69,"HAM1978010-29",1
"5298",44.85,-58,1972,7,11,"Hippoglossoides platessoides",34,1,63,"SUMMER","ATC",33,35,"ATC1972201-37",153
"5299",44.81667,-66.1,1980,10,7,"Alosa sapidissima",61.5,0.5,108,"FALL","HAM",61,62,"HAM1980042-56",3
"5300",43.6,-62.11667,1979,11,1,"Urophycis tenuis",54,1,100,"FALL","HAM",53,55,"HAM1979027-9",1
"5301",42.71667,-65.98333,1979,11,5,"Gadus morhua",43,1,77,"FALL","HAM",42,44,"HAM1979027-49",8
"5302",44.33333,-60.76667,1978,7,25,"Merluccius bilinearis",65,9,118,"SUMMER","ATC",56,74,"ATC1978280-8",9
"5303",42.75,-67.63333,1979,7,11,"Pollachius virens",103,1,194,"SUMMER","ATC",102,104,"ATC1979292-38",3
"5304",43.56667,-66.53333,1970,7,9,"Scomber scombrus",58.5,4.5,105,"SUMMER","ATC",54,63,"ATC1970175-18",3
"5305",44.21667,-66.48333,1972,6,30,"Brosme brosme",52.5,3.5,94,"SUMMER","ATC",49,56,"ATC1972200-54",1
"5306",43.75,-61.36667,1980,10,17,"Merluccius bilinearis",25,1,47,"FALL","HAM",24,26,"HAM1980043-5",9
"5307",44.13333,-61.03333,1980,10,16,"Myoxocephalus octodecemspinosus",32.5,0.5,56,"FALL","HAM",32,33,"HAM1980043-3",56
"5308",43.31667,-62.35,1980,3,18,"Gadus morhua",52,0,92,"SPRING","HAM",52,52,"HAM1980034-11",2
"5309",44.38333,-62.1,1977,7,19,"Brosme brosme",116,2,200,"SUMMER","ATC",114,118,"ATC1977265-88",4
"5310",43.7,-60.18333,1976,7,31,"Myoxocephalus octodecemspinosus",30,0,57,"SUMMER","ATC",30,30,"ATC1976251-38",18
"5311",44.9,-57.68333,1972,7,10,"Gadus morhua",25.5,0.5,48,"SUMMER","ATC",25,26,"ATC1972201-35",21
"5312",43.96667,-63,1978,11,15,"Urophycis tenuis",129,2,235,"FALL","HAM",127,131,"HAM1978009-2",7
